"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","1997","1997",133.931,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","1998","1998",79.211,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","1999","1999",110.978,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2000","2000",113.807,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2001","2001",162.757,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2002","2002",185.188,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2003","2003",344.109,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2004","2004",387.846,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2005","2005",279.89,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2006","2006",2618.378,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2007","2007",3338.357,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2008","2008",3093.893,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2009","2009",4845.749,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2010","2010",4425.177,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2011","2011",3601.798,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2012","2012",3372.662,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2013","2013",4781.503,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2014","2014",3646.565,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2015","2015",3665.065,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2016","2016",4206.162,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2017","2017",4785.897,,
"NTR_D","Non-tax revenue: Fines, penalties and forfeits","NES","Total","2018","2018",6877.292,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2002","2002",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2003","2003",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2004","2004",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2005","2005",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2006","2006",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2007","2007",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2008","2008",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2009","2009",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2010","2010",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2011","2011",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2012","2012",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2013","2013",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2014","2014",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2015","2015",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2016","2016",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2017","2017",0,,
"4200","4200 Recurrent taxes on net wealth","LOCAL","Local government","2018","2018",0,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2002","2002",28.822,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2003","2003",26.914,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2004","2004",26.029,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2005","2005",30.781,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2006","2006",64.192,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2007","2007",149.577,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2008","2008",137.388,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2009","2009",139.057,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2010","2010",220.429,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2011","2011",318.546,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2012","2012",299.43,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2013","2013",278.712,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2014","2014",262.29,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2015","2015",311.35,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2016","2016",314.126,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2017","2017",313.955,,
"2110","2110 On a payroll basis of employees SSC","SOCSEC","Social Security Funds","2018","2018",106.582,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2002","2002",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2003","2003",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2004","2004",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2005","2005",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2006","2006",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2007","2007",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2008","2008",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2009","2009",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2010","2010",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2011","2011",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2012","2012",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2013","2013",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2014","2014",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2015","2015",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2016","2016",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2017","2017",0,,
"2300","2300 Self-employed or non-employed SSC","NES","Total","2018","2018",0,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1990","1990",29594.464,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1991","1991",31983.582,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1992","1992",33573.526,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1993","1993",40867.826,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1994","1994",47367.052,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1995","1995",52938.49,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1996","1996",58465.104,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1997","1997",64471.097,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1998","1998",70380.832,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","1999","1999",77101.6,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2000","2000",84462.267,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2001","2001",92196.537,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2002","2002",104349.288,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2003","2003",114005.781,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2004","2004",137543.004,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2005","2005",159589.143,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2006","2006",196129.438,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2007","2007",224551.904,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2008","2008",232554.573,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2009","2009",233026.72,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2010","2010",273601.9,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2011","2011",315028.276,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2012","2012",344112.944,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2013","2013",382809.849,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2014","2014",412873.921,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2015","2015",463423.261,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2016","2016",489341.511,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2017","2017",500916.536,,
"5100","5100 Taxes on production, sale, transfer, etc","NES","Total","2018","2018",550824.217,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1990","1990",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1991","1991",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1992","1992",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1993","1993",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1994","1994",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1995","1995",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1996","1996",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1997","1997",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1998","1998",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","1999","1999",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2000","2000",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2001","2001",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2002","2002",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2003","2003",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2004","2004",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2005","2005",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2006","2006",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2007","2007",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2008","2008",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2009","2009",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2010","2010",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2011","2011",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2012","2012",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2013","2013",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2014","2014",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2015","2015",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2016","2016",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2017","2017",0,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","LOCAL","Local government","2018","2018",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1990","1990",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1991","1991",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1992","1992",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1993","1993",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1994","1994",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1995","1995",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1996","1996",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1997","1997",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1998","1998",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","1999","1999",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2000","2000",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2001","2001",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2002","2002",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2003","2003",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2004","2004",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2005","2005",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2006","2006",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2007","2007",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2008","2008",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2009","2009",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2010","2010",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2011","2011",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2012","2012",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2013","2013",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2014","2014",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2015","2015",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2016","2016",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2017","2017",0,,
"NTR_A","Non-tax revenue: Grants","LOCAL","Local government","2018","2018",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1990","1990",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1991","1991",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1992","1992",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1993","1993",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1994","1994",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1995","1995",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1996","1996",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1997","1997",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1998","1998",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","1999","1999",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2000","2000",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2001","2001",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2002","2002",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2003","2003",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2004","2004",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2005","2005",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2006","2006",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2007","2007",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2008","2008",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2009","2009",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2010","2010",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2011","2011",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2012","2012",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2013","2013",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2014","2014",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2015","2015",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2016","2016",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2017","2017",0,,
"NTR_E","Non-tax revenue: Miscellaneous and unidentified revenue","SOCSEC","Social Security Funds","2018","2018",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2003","2003",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2004","2004",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2005","2005",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2006","2006",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2007","2007",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2008","2008",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2009","2009",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2010","2010",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2011","2011",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2012","2012",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2013","2013",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2014","2014",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2015","2015",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2016","2016",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2017","2017",0,,
"5110","5110 General taxes on goods and services","STATE","State/Regional","2018","2018",0,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1990","1990",22965.79,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1991","1991",28324.637,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1992","1992",33106.889,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1993","1993",36373.027,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1994","1994",42534.278,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1995","1995",49519.795,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1996","1996",57275.289,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1997","1997",65680.831,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1998","1998",74608.382,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","1999","1999",83686.9,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2000","2000",87104.787,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2001","2001",88026.998,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2002","2002",92840.505,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2003","2003",98219.196,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2004","2004",107851.164,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2005","2005",122278.793,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2006","2006",135368.496,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2007","2007",160814.174,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2008","2008",189697.949,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2009","2009",198116.964,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2010","2010",219885.82,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2011","2011",243055.894,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2012","2012",267952.081,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2013","2013",300559.448,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2014","2014",340707.68,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2015","2015",393231.694,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2016","2016",418548.06,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2017","2017",453768.395,,
"1100","1100 Taxes on income, profits and capital gains of individuals","NES","Total","2018","2018",489732.58,,
"5121","5121 Excises","NES","Total","1990","1990",7288.658,,
"5121","5121 Excises","NES","Total","1991","1991",8426.307,,
"5121","5121 Excises","NES","Total","1992","1992",11418.601,,
"5121","5121 Excises","NES","Total","1993","1993",12384.05,,
"5121","5121 Excises","NES","Total","1994","1994",13753.209,,
"5121","5121 Excises","NES","Total","1995","1995",15224.729,,
"5121","5121 Excises","NES","Total","1996","1996",16726.293,,
"5121","5121 Excises","NES","Total","1997","1997",19090.751,,
"5121","5121 Excises","NES","Total","1998","1998",21479.625,,
"5121","5121 Excises","NES","Total","1999","1999",23152.7,,
"5121","5121 Excises","NES","Total","2000","2000",24341.198,,
"5121","5121 Excises","NES","Total","2001","2001",24986.767,,
"5121","5121 Excises","NES","Total","2002","2002",26345.55,,
"5121","5121 Excises","NES","Total","2003","2003",28455.756,,
"5121","5121 Excises","NES","Total","2004","2004",32033.885,,
"5121","5121 Excises","NES","Total","2005","2005",35489.916,,
"5121","5121 Excises","NES","Total","2006","2006",42588.267,,
"5121","5121 Excises","NES","Total","2007","2007",50440.971,,
"5121","5121 Excises","NES","Total","2008","2008",53980.949,,
"5121","5121 Excises","NES","Total","2009","2009",63157.68,,
"5121","5121 Excises","NES","Total","2010","2010",76239.468,,
"5121","5121 Excises","NES","Total","2011","2011",87406.915,,
"5121","5121 Excises","NES","Total","2012","2012",96043.924,,
"5121","5121 Excises","NES","Total","2013","2013",103155.983,,
"5121","5121 Excises","NES","Total","2014","2014",112439.841,,
"5121","5121 Excises","NES","Total","2015","2015",137858.786,,
"5121","5121 Excises","NES","Total","2016","2016",143336.885,,
"5121","5121 Excises","NES","Total","2017","2017",155062.015,,
"5121","5121 Excises","NES","Total","2018","2018",167388.552,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2002","2002",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2003","2003",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2004","2004",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2005","2005",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2006","2006",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2007","2007",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2008","2008",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2009","2009",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2010","2010",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2011","2011",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2012","2012",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2013","2013",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2014","2014",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2015","2015",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2016","2016",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2017","2017",0,,
"2400","2400 Unallocable between 2100, 2200 and 2300 SSC","SOCSEC","Social Security Funds","2018","2018",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1990","1990",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1991","1991",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1992","1992",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1993","1993",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1994","1994",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1995","1995",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1996","1996",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1997","1997",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1998","1998",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","1999","1999",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2000","2000",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2001","2001",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2002","2002",0,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2003","2003",2689.273,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2004","2004",8292.144,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2005","2005",12906.098,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2006","2006",6587.847,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2007","2007",18788.518,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2008","2008",23158.745,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2009","2009",27190.198,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2010","2010",31041.006,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2011","2011",33983.79,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2012","2012",38150.08,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2013","2013",41421.242,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2014","2014",46290.893,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2015","2015",44617.9,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2016","2016",51667.7,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2017","2017",58731.715,,
"4100","4100 Recurrent taxes on immovable property","NES","Total","2018","2018",65786.253,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1990","1990",745.767,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1991","1991",725.458,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1992","1992",734.222,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1993","1993",1125.184,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1994","1994",1135.706,,
"6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","NES","Total","1995","1995",1286.191,,
